#REF	ALT	Missing	Total
226	2	0	228
62	164	2	228
175	51	2	228
124	92	12	228
9	217	2	228
122	106	0	228
173	55	0	228
107	119	2	228
166	60	2	228
219	7	2	228
62	166	0	228
217	3	8	228
223	5	0	228
128	96	4	228
211	17	0	228
40	188	0	228
187	41	0	228
226	2	0	228
18	204	6	228
220	8	0	228
155	71	2	228
224	4	0	228
221	7	0	228
89	139	0	228
218	6	4	228
225	3	0	228
211	17	0	228
213	13	2	228
224	4	0	228
195	33	0	228
197	29	2	228
5	221	2	228
220	8	0	228
225	3	0	228
212	16	0	228
109	119	0	228
202	20	6	228
173	49	6	228
145	83	0	228
195	31	2	228
55	167	6	228
219	9	0	228
217	11	0	228
224	2	2	228
179	43	6	228
41	183	4	228
148	78	2	228
223	3	2	228
3	225	0	228
224	4	0	228
225	3	0	228
190	38	0	228
170	58	0	228
223	5	0	228
221	5	2	228
221	5	2	228
148	68	12	228
79	149	0	228
218	2	8	228
215	13	0	228
219	9	0	228
199	23	6	228
221	3	4	228
80	148	0	228
197	29	2	228
6	222	0	228
189	39	0	228
204	12	12	228
138	88	2	228
226	2	0	228
220	2	6	228
218	2	8	228
212	12	4	228
222	4	2	228
173	55	0	228
170	58	0	228
220	2	6	228
180	46	2	228
218	10	0	228
188	40	0	228
71	151	6	228
195	33	0	228
110	108	10	228
13	205	10	228
149	79	0	228
30	198	0	228
22	194	12	228
190	38	0	228
190	34	4	228
43	185	0	228
220	2	6	228
224	4	0	228
198	18	12	228
225	3	0	228
76	152	0	228
192	26	10	228
226	2	0	228
226	2	0	228
218	10	0	228
135	89	4	228
106	122	0	228
219	9	0	228
216	10	2	228
97	123	8	228
203	23	2	228
214	14	0	228
224	4	0	228
146	82	0	228
210	18	0	228
190	38	0	228
191	37	0	228
185	43	0	228
175	53	0	228
223	3	2	228
224	2	2	228
226	2	0	228
224	2	2	228
218	10	0	228
220	8	0	228
106	112	10	228
204	16	8	228
223	5	0	228
214	14	0	228
131	97	0	228
214	14	0	228
50	178	0	228
190	38	0	228
163	65	0	228
49	173	6	228
173	49	6	228
197	21	10	228
216	10	2	228
209	11	8	228
202	26	0	228
169	53	6	228
223	5	0	228
219	9	0	228
53	171	4	228
225	3	0	228
69	159	0	228
15	213	0	228
19	209	0	228
28	198	2	228
29	199	0	228
10	218	0	228
212	16	0	228
223	3	2	228
164	58	6	228
200	16	12	228
223	3	2	228
194	26	8	228
182	46	0	228
203	21	4	228
224	2	2	228
205	17	6	228
208	12	8	228
226	2	0	228
208	20	0	228
222	4	2	228
224	2	2	228
224	4	0	228
141	87	0	228
111	115	2	228
27	199	2	228
179	37	12	228
113	105	10	228
99	129	0	228
193	29	6	228
212	6	10	228
180	48	0	228
68	160	0	228
223	5	0	228
142	86	0	228
25	199	4	228
6	222	0	228
224	2	2	228
222	4	2	228
207	21	0	228
203	17	8	228
185	37	6	228
151	77	0	228
150	66	12	228
176	52	0	228
169	59	0	228
211	11	6	228
218	10	0	228
223	5	0	228
157	71	0	228
215	13	0	228
189	29	10	228
11	217	0	228
223	5	0	228
32	196	0	228
220	4	4	228
215	5	8	228
212	16	0	228
194	34	0	228
205	13	10	228
192	30	6	228
226	2	0	228
216	12	0	228
214	12	2	228
215	13	0	228
79	149	0	228
4	214	10	228
3	217	8	228
216	12	0	228
215	13	0	228
15	213	0	228
207	13	8	228
220	4	4	228
216	12	0	228
38	190	0	228
38	190	0	228
191	31	6	228
214	14	0	228
39	189	0	228
6	222	0	228
175	53	0	228
182	46	0	228
184	32	12	228
141	87	0	228
216	2	10	228
110	118	0	228
184	44	0	228
126	102	0	228
126	102	0	228
125	101	2	228
210	18	0	228
225	3	0	228
196	30	2	228
35	193	0	228
188	40	0	228
53	175	0	228
184	44	0	228
160	64	4	228
186	42	0	228
171	57	0	228
222	2	4	228
226	2	0	228
225	3	0	228
217	3	8	228
198	30	0	228
116	112	0	228
133	89	6	228
226	2	0	228
105	123	0	228
105	123	0	228
223	5	0	228
223	5	0	228
226	2	0	228
122	100	6	228
156	70	2	228
115	113	0	228
217	7	4	228
225	3	0	228
199	29	0	228
212	6	10	228
5	213	10	228
143	75	10	228
212	16	0	228
223	5	0	228
222	2	4	228
212	10	6	228
226	2	0	228
179	45	4	228
10	208	10	228
176	52	0	228
128	90	10	228
190	38	0	228
226	2	0	228
215	3	10	228
209	11	8	228
219	9	0	228
220	6	2	228
219	9	0	228
221	7	0	228
220	8	0	228
113	113	2	228
151	73	4	228
178	50	0	228
83	143	2	228
208	14	6	228
220	8	0	228
210	6	12	228
124	104	0	228
220	6	2	228
123	105	0	228
219	9	0	228
145	83	0	228
214	2	12	228
219	9	0	228
10	206	12	228
123	93	12	228
213	15	0	228
213	15	0	228
2	226	0	228
122	106	0	228
29	199	0	228
226	2	0	228
28	200	0	228
210	18	0	228
224	4	0	228
114	114	0	228
222	2	4	228
98	130	0	228
134	90	4	228
224	4	0	228
93	133	2	228
117	111	0	228
216	2	10	228
110	112	6	228
192	36	0	228
207	17	4	228
226	2	0	228
161	65	2	228
215	5	8	228
147	81	0	228
91	137	0	228
216	4	8	228
31	189	8	228
226	2	0	228
93	135	0	228
67	161	0	228
212	10	6	228
124	102	2	228
118	110	0	228
60	166	2	228
131	93	4	228
133	95	0	228
165	63	0	228
92	136	0	228
145	83	0	228
200	28	0	228
220	2	6	228
199	25	4	228
189	33	6	228
225	3	0	228
204	24	0	228
224	2	2	228
19	209	0	228
215	11	2	228
216	12	0	228
105	117	6	228
220	8	0	228
61	167	0	228
140	88	0	228
135	93	0	228
197	21	10	228
224	2	2	228
190	38	0	228
190	38	0	228
205	15	8	228
187	41	0	228
218	2	8	228
5	219	4	228
223	5	0	228
145	83	0	228
31	197	0	228
224	4	0	228
190	38	0	228
203	25	0	228
202	26	0	228
60	168	0	228
70	158	0	228
220	2	6	228
143	75	10	228
221	7	0	228
225	3	0	228
219	9	0	228
219	9	0	228
38	190	0	228
176	52	0	228
220	8	0	228
218	8	2	228
8	220	0	228
223	5	0	228
203	21	4	228
106	120	2	228
169	57	2	228
113	107	8	228
115	113	0	228
118	110	0	228
121	107	0	228
219	9	0	228
120	108	0	228
226	2	0	228
204	24	0	228
25	191	12	228
69	159	0	228
43	185	0	228
212	16	0	228
225	3	0	228
217	5	6	228
201	15	12	228
183	45	0	228
203	25	0	228
196	32	0	228
226	2	0	228
226	2	0	228
197	23	8	228
220	4	4	228
144	84	0	228
140	80	8	228
159	67	2	228
159	69	0	228
218	4	6	228
208	18	2	228
103	125	0	228
100	124	4	228
103	123	2	228
194	24	10	228
157	69	2	228
213	3	12	228
198	30	0	228
210	18	0	228
214	4	10	228
221	5	2	228
172	56	0	228
200	28	0	228
172	56	0	228
219	3	6	228
120	108	0	228
226	2	0	228
3	225	0	228
224	4	0	228
220	6	2	228
101	127	0	228
221	7	0	228
127	101	0	228
222	2	4	228
123	93	12	228
216	2	10	228
220	6	2	228
165	57	6	228
111	117	0	228
180	48	0	228
206	22	0	228
66	160	2	228
218	6	4	228
225	3	0	228
196	28	4	228
165	61	2	228
194	34	0	228
214	14	0	228
197	29	2	228
26	202	0	228
23	205	0	228
221	7	0	228
226	2	0	228
223	5	0	228
49	177	2	228
226	2	0	228
206	22	0	228
218	10	0	228
181	47	0	228
196	28	4	228
207	21	0	228
84	142	2	228
216	12	0	228
116	110	2	228
114	114	0	228
163	65	0	228
49	179	0	228
189	33	6	228
226	2	0	228
71	157	0	228
49	179	0	228
223	3	2	228
96	126	6	228
68	152	8	228
222	6	0	228
224	4	0	228
61	167	0	228
205	23	0	228
137	91	0	228
130	86	12	228
216	10	2	228
219	9	0	228
216	2	10	228
54	174	0	228
222	4	2	228
205	23	0	228
219	9	0	228
214	14	0	228
220	2	6	228
211	17	0	228
222	6	0	228
110	116	2	228
181	45	2	228
213	15	0	228
225	3	0	228
109	119	0	228
220	8	0	228
136	84	8	228
215	9	4	228
138	84	6	228
226	2	0	228
142	84	2	228
217	9	2	228
102	126	0	228
158	68	2	228
210	14	4	228
223	5	0	228
223	5	0	228
225	3	0	228
215	13	0	228
211	17	0	228
115	113	0	228
223	3	2	228
226	2	0	228
193	35	0	228
224	4	0	228
222	6	0	228
213	3	12	228
190	38	0	228
223	5	0	228
226	2	0	228
207	15	6	228
56	170	2	228
224	4	0	228
45	183	0	228
102	126	0	228
222	2	4	228
217	3	8	228
216	10	2	228
224	4	0	228
7	221	0	228
214	2	12	228
196	32	0	228
19	203	6	228
180	40	8	228
194	24	10	228
214	6	8	228
210	18	0	228
43	183	2	228
214	8	6	228
12	216	0	228
20	208	0	228
32	196	0	228
167	59	2	228
123	105	0	228
65	151	12	228
208	20	0	228
219	7	2	228
226	2	0	228
192	26	10	228
221	3	4	228
223	5	0	228
100	128	0	228
195	33	0	228
214	12	2	228
199	17	12	228
77	147	4	228
226	2	0	228
217	11	0	228
220	8	0	228
181	43	4	228
126	102	0	228
217	11	0	228
225	3	0	228
202	24	2	228
211	17	0	228
46	172	10	228
154	66	8	228
220	4	4	228
214	14	0	228
214	14	0	228
223	5	0	228
210	16	2	228
167	61	0	228
224	4	0	228
195	29	4	228
215	13	0	228
130	98	0	228
215	13	0	228
225	3	0	228
205	23	0	228
79	149	0	228
209	19	0	228
188	40	0	228
211	13	4	228
140	88	0	228
218	10	0	228
13	205	10	228
226	2	0	228
159	63	6	228
15	213	0	228
222	6	0	228
223	3	2	228
223	5	0	228
189	31	8	228
176	42	10	228
184	44	0	228
219	3	6	228
224	4	0	228
208	10	10	228
21	205	2	228
204	24	0	228
226	2	0	228
56	172	0	228
224	2	2	228
121	107	0	228
225	3	0	228
12	214	2	228
220	2	6	228
17	211	0	228
215	13	0	228
17	211	0	228
225	3	0	228
211	11	6	228
214	2	12	228
219	5	4	228
218	10	0	228
201	27	0	228
215	7	6	228
224	2	2	228
181	45	2	228
55	173	0	228
226	2	0	228
225	3	0	228
222	2	4	228
2	220	6	228
195	27	6	228
53	175	0	228
220	8	0	228
208	18	2	228
214	10	4	228
223	3	2	228
224	4	0	228
118	106	4	228
127	101	0	228
194	34	0	228
198	26	4	228
208	10	10	228
218	10	0	228
154	72	2	228
159	61	8	228
200	26	2	228
203	25	0	228
214	8	6	228
186	42	0	228
177	47	4	228
170	58	0	228
226	2	0	228
180	48	0	228
203	25	0	228
201	27	0	228
199	17	12	228
223	3	2	228
112	116	0	228
197	31	0	228
216	2	10	228
222	4	2	228
221	3	4	228
201	25	2	228
226	2	0	228
98	130	0	228
202	14	12	228
14	210	4	228
197	29	2	228
197	25	6	228
213	7	8	228
88	140	0	228
221	7	0	228
216	12	0	228
226	2	0	228
214	2	12	228
205	23	0	228
209	19	0	228
226	2	0	228
222	6	0	228
224	2	2	228
78	144	6	228
151	67	10	228
196	32	0	228
162	60	6	228
153	75	0	228
54	174	0	228
98	130	0	228
210	6	12	228
71	157	0	228
164	58	6	228
216	2	10	228
168	60	0	228
209	19	0	228
209	15	4	228
207	17	4	228
188	28	12	228
30	194	4	228
177	49	2	228
209	7	12	228
220	2	6	228
10	218	0	228
223	5	0	228
225	3	0	228
11	217	0	228
176	52	0	228
75	153	0	228
150	70	8	228
152	76	0	228
226	2	0	228
214	2	12	228
40	188	0	228
225	3	0	228
13	215	0	228
223	3	2	228
216	12	0	228
223	5	0	228
223	5	0	228
223	5	0	228
217	11	0	228
183	45	0	228
203	25	0	228
219	3	6	228
224	4	0	228
167	59	2	228
214	14	0	228
56	172	0	228
6	222	0	228
223	5	0	228
225	3	0	228
221	7	0	228
221	3	4	228
225	3	0	228
211	17	0	228
205	19	4	228
226	2	0	228
214	4	10	228
225	3	0	228
54	174	0	228
192	26	10	228
8	220	0	228
219	5	4	228
193	33	2	228
13	203	12	228
207	11	10	228
215	5	8	228
224	2	2	228
212	14	2	228
4	224	0	228
78	150	0	228
212	4	12	228
224	4	0	228
208	20	0	228
217	11	0	228
21	205	2	228
169	59	0	228
218	2	8	228
109	119	0	228
83	141	4	228
225	3	0	228
112	114	2	228
214	14	0	228
92	134	2	228
223	5	0	228
189	39	0	228
194	34	0	228
221	3	4	228
152	76	0	228
194	22	12	228
205	23	0	228
168	52	8	228
179	49	0	228
218	10	0	228
148	80	0	228
39	189	0	228
131	97	0	228
103	125	0	228
103	123	2	228
224	4	0	228
202	24	2	228
198	22	8	228
222	6	0	228
199	25	4	228
224	4	0	228
212	12	4	228
138	90	0	228
191	29	8	228
88	138	2	228
180	48	0	228
8	214	6	228
166	60	2	228
224	2	2	228
5	223	0	228
214	12	2	228
225	3	0	228
117	111	0	228
219	7	2	228
132	84	12	228
221	7	0	228
113	115	0	228
224	4	0	228
161	67	0	228
225	3	0	228
164	64	0	228
218	8	2	228
209	19	0	228
175	53	0	228
145	73	10	228
212	16	0	228
208	18	2	228
217	3	8	228
176	48	4	228
106	122	0	228
220	8	0	228
222	4	2	228
194	24	10	228
177	51	0	228
104	124	0	228
213	3	12	228
165	55	8	228
118	110	0	228
161	59	8	228
209	19	0	228
145	73	10	228
225	3	0	228
216	12	0	228
155	69	4	228
211	7	10	228
213	9	6	228
122	106	0	228
169	59	0	228
170	58	0	228
226	2	0	228
179	49	0	228
188	40	0	228
67	161	0	228
201	21	6	228
169	55	4	228
41	187	0	228
224	2	2	228
196	32	0	228
207	21	0	228
211	7	10	228
129	99	0	228
192	36	0	228
47	173	8	228
170	54	4	228
222	6	0	228
186	42	0	228
221	7	0	228
203	17	8	228
213	13	2	228
226	2	0	228
224	4	0	228
225	3	0	228
130	98	0	228
5	223	0	228
200	16	12	228
49	177	2	228
93	133	2	228
205	23	0	228
159	69	0	228
159	67	2	228
217	11	0	228
57	169	2	228
2	224	2	228
216	12	0	228
82	140	6	228
150	74	4	228
216	10	2	228
226	2	0	228
223	3	2	228
204	24	0	228
225	3	0	228
225	3	0	228
164	52	12	228
55	173	0	228
161	59	8	228
158	58	12	228
83	145	0	228
193	35	0	228
189	35	4	228
226	2	0	228
44	176	8	228
213	7	8	228
225	3	0	228
223	3	2	228
225	3	0	228
140	76	12	228
209	9	10	228
225	3	0	228
226	2	0	228
47	181	0	228
220	4	4	228
220	8	0	228
25	203	0	228
224	4	0	228
122	106	0	228
179	47	2	228
101	121	6	228
201	27	0	228
35	189	4	228
209	19	0	228
203	13	12	228
47	181	0	228
225	3	0	228
148	74	6	228
225	3	0	228
196	30	2	228
69	159	0	228
197	31	0	228
207	21	0	228
126	98	4	228
39	187	2	228
194	28	6	228
197	31	0	228
93	135	0	228
57	171	0	228
205	17	6	228
55	173	0	228
69	159	0	228
42	180	6	228
216	12	0	228
208	20	0	228
218	2	8	228
207	9	12	228
37	191	0	228
150	76	2	228
216	8	4	228
17	201	10	228
72	154	2	228
161	55	12	228
193	33	2	228
82	146	0	228
6	222	0	228
177	43	8	228
126	102	0	228
104	124	0	228
5	223	0	228
207	19	2	228
219	7	2	228
92	124	12	228
226	2	0	228
191	37	0	228
226	2	0	228
207	21	0	228
110	112	6	228
179	49	0	228
49	179	0	228
224	2	2	228
215	13	0	228
164	64	0	228
226	2	0	228
173	49	6	228
53	169	6	228
222	2	4	228
88	140	0	228
105	123	0	228
223	5	0	228
170	50	8	228
173	45	10	228
174	52	2	228
167	59	2	228
171	55	2	228
224	4	0	228
165	63	0	228
159	61	8	228
19	209	0	228
18	206	4	228
222	6	0	228
220	4	4	228
220	6	2	228
222	6	0	228
213	3	12	228
162	64	2	228
224	4	0	228
224	4	0	228
205	17	6	228
225	3	0	228
217	11	0	228
68	152	8	228
214	14	0	228
70	158	0	228
217	11	0	228
212	14	2	228
226	2	0	228
210	14	4	228
96	130	2	228
210	18	0	228
208	18	2	228
210	18	0	228
210	18	0	228
210	18	0	228
225	3	0	228
111	117	0	228
218	6	4	228
98	124	6	228
220	8	0	228
210	6	12	228
226	2	0	228
79	139	10	228
83	141	4	228
176	50	2	228
131	97	0	228
195	31	2	228
185	33	10	228
133	89	6	228
216	2	10	228
147	81	0	228
193	33	2	228
36	192	0	228
217	3	8	228
174	52	2	228
163	65	0	228
69	157	2	228
186	42	0	228
226	2	0	228
3	221	4	228
220	4	4	228
214	14	0	228
201	17	10	228
219	9	0	228
37	183	8	228
36	182	10	228
205	23	0	228
210	18	0	228
45	179	4	228
107	111	10	228
41	175	12	228
216	2	10	228
223	5	0	228
222	4	2	228
203	25	0	228
220	4	4	228
226	2	0	228
205	17	6	228
216	12	0	228
209	19	0	228
220	2	6	228
214	14	0	228
16	208	4	228
133	95	0	228
184	44	0	228
218	10	0	228
119	103	6	228
214	4	10	228
8	208	12	228
4	214	10	228
149	79	0	228
218	8	2	228
10	216	2	228
150	76	2	228
133	95	0	228
224	2	2	228
204	12	12	228
224	4	0	228
203	17	8	228
215	13	0	228
215	11	2	228
206	20	2	228
216	8	4	228
120	108	0	228
18	210	0	228
171	45	12	228
178	38	12	228
150	78	0	228
220	8	0	228
208	20	0	228
150	70	8	228
214	14	0	228
213	15	0	228
177	45	6	228
166	58	4	228
213	15	0	228
226	2	0	228
209	15	4	228
209	19	0	228
212	12	4	228
42	186	0	228
5	223	0	228
213	5	10	228
29	191	8	228
197	29	2	228
133	95	0	228
218	2	8	228
29	199	0	228
21	197	10	228
174	54	0	228
66	160	2	228
226	2	0	228
97	123	8	228
213	15	0	228
219	9	0	228
57	171	0	228
32	196	0	228
222	6	0	228
225	3	0	228
191	33	4	228
209	19	0	228
212	14	2	228
160	58	10	228
118	104	6	228
79	139	10	228
226	2	0	228
221	7	0	228
204	24	0	228
54	172	2	228
221	5	2	228
109	119	0	228
185	43	0	228
222	6	0	228
219	3	6	228
182	46	0	228
158	70	0	228
186	34	8	228
223	5	0	228
113	115	0	228
7	221	0	228
162	62	4	228
124	94	10	228
129	99	0	228
209	19	0	228
33	193	2	228
213	3	12	228
216	10	2	228
205	11	12	228
226	2	0	228
225	3	0	228
183	43	2	228
207	21	0	228
72	156	0	228
216	4	8	228
196	32	0	228
224	4	0	228
32	196	0	228
18	210	0	228
222	4	2	228
225	3	0	228
223	5	0	228
215	13	0	228
174	54	0	228
214	14	0	228
61	165	2	228
221	5	2	228
52	176	0	228
219	5	4	228
212	12	4	228
207	15	6	228
218	2	8	228
224	4	0	228
222	4	2	228
224	4	0	228
70	158	0	228
217	3	8	228
43	173	12	228
16	206	6	228
208	20	0	228
162	66	0	228
206	22	0	228
85	141	2	228
207	13	8	228
16	212	0	228
222	4	2	228
169	51	8	228
16	212	0	228
202	26	0	228
221	5	2	228
209	9	10	228
66	150	12	228
183	35	10	228
220	8	0	228
181	39	8	228
221	7	0	228
225	3	0	228
182	38	8	228
83	135	10	228
210	14	4	228
88	132	8	228
7	221	0	228
51	177	0	228
226	2	0	228
162	64	2	228
224	4	0	228
198	22	8	228
144	80	4	228
194	34	0	228
95	121	12	228
166	62	0	228
178	50	0	228
120	98	10	228
223	5	0	228
223	5	0	228
223	5	0	228
217	5	6	228
219	9	0	228
226	2	0	228
164	64	0	228
163	63	2	228
112	114	2	228
226	2	0	228
178	50	0	228
2	226	0	228
204	24	0	228
226	2	0	228
222	6	0	228
206	22	0	228
155	63	10	228
173	49	6	228
190	26	12	228
184	38	6	228
226	2	0	228
226	2	0	228
226	2	0	228
73	155	0	228
165	63	0	228
165	63	0	228
112	116	0	228
216	2	10	228
215	13	0	228
225	3	0	228
105	123	0	228
17	211	0	228
168	60	0	228
224	4	0	228
226	2	0	228
216	8	4	228
221	3	4	228
194	34	0	228
225	3	0	228
201	17	10	228
93	133	2	228
223	5	0	228
212	16	0	228
220	2	6	228
210	6	12	228
214	2	12	228
208	20	0	228
200	28	0	228
37	191	0	228
98	130	0	228
220	8	0	228
208	8	12	228
226	2	0	228
222	6	0	228
218	2	8	228
137	91	0	228
188	40	0	228
170	56	2	228
206	16	6	228
107	121	0	228
225	3	0	228
207	21	0	228
216	8	4	228
10	218	0	228
88	134	6	228
15	213	0	228
54	172	2	228
186	42	0	228
60	168	0	228
54	162	12	228
200	28	0	228
17	205	6	228
3	219	6	228
150	76	2	228
5	219	4	228
212	4	12	228
113	115	0	228
216	8	4	228
145	83	0	228
156	70	2	228
224	2	2	228
206	22	0	228
192	36	0	228
18	206	4	228
2	218	8	228
221	5	2	228
201	15	12	228
129	97	2	228
203	17	8	228
195	29	4	228
47	179	2	228
214	6	8	228
137	91	0	228
137	89	2	228
213	3	12	228
140	76	12	228
174	54	0	228
100	128	0	228
100	128	0	228
147	81	0	228
179	49	0	228
147	81	0	228
124	102	2	228
211	7	10	228
173	55	0	228
172	54	2	228
49	175	4	228
204	22	2	228
218	10	0	228
221	5	2	228
147	81	0	228
216	2	10	228
149	79	0	228
218	2	8	228
147	81	0	228
135	91	2	228
137	91	0	228
148	80	0	228
217	11	0	228
142	86	0	228
214	2	12	228
151	75	2	228
82	146	0	228
206	22	0	228
206	22	0	228
215	13	0	228
180	48	0	228
207	21	0	228
62	166	0	228
209	19	0	228
192	36	0	228
150	78	0	228
223	5	0	228
209	9	10	228
204	22	2	228
183	45	0	228
154	74	0	228
179	49	0	228
148	80	0	228
135	85	8	228
225	3	0	228
109	107	12	228
219	9	0	228
2	226	0	228
197	31	0	228
22	206	0	228
215	5	8	228
113	111	4	228
189	31	8	228
185	37	6	228
149	79	0	228
206	10	12	228
162	66	0	228
225	3	0	228
166	58	4	228
164	64	0	228
162	66	0	228
167	61	0	228
212	10	6	228
187	41	0	228
111	117	0	228
16	212	0	228
220	4	4	228
209	19	0	228
218	10	0	228
199	29	0	228
191	35	2	228
150	78	0	228
16	200	12	228
2	216	10	228
5	223	0	228
48	170	10	228
151	77	0	228
218	2	8	228
170	52	6	228
226	2	0	228
183	41	4	228
221	3	4	228
205	23	0	228
8	212	8	228
218	2	8	228
14	214	0	228
188	40	0	228
223	3	2	228
225	3	0	228
22	206	0	228
203	17	8	228
194	28	6	228
213	15	0	228
221	5	2	228
221	7	0	228
111	117	0	228
214	2	12	228
223	3	2	228
138	90	0	228
146	78	4	228
83	141	4	228
199	29	0	228
218	10	0	228
214	2	12	228
214	2	12	228
82	146	0	228
43	185	0	228
197	19	12	228
213	11	4	228
195	31	2	228
8	218	2	228
118	102	8	228
195	29	4	228
193	35	0	228
218	2	8	228
219	9	0	228
222	6	0	228
225	3	0	228
216	4	8	228
201	27	0	228
213	3	12	228
54	174	0	228
5	223	0	228
3	225	0	228
199	29	0	228
3	225	0	228
87	141	0	228
224	4	0	228
203	23	2	228
172	56	0	228
192	26	10	228
214	4	10	228
67	161	0	228
179	47	2	228
162	66	0	228
218	2	8	228
213	3	12	228
198	26	4	228
142	80	6	228
211	17	0	228
197	31	0	228
211	15	2	228
155	73	0	228
226	2	0	228
226	2	0	228
218	2	8	228
214	12	2	228
215	13	0	228
215	13	0	228
11	217	0	228
71	145	12	228
78	142	8	228
222	2	4	228
115	113	0	228
135	87	6	228
222	2	4	228
97	131	0	228
213	3	12	228
215	9	4	228
223	3	2	228
191	37	0	228
89	135	4	228
218	10	0	228
180	38	10	228
132	92	4	228
114	106	8	228
218	2	8	228
194	34	0	228
177	51	0	228
13	215	0	228
215	11	2	228
157	65	6	228
168	58	2	228
169	59	0	228
204	20	4	228
224	2	2	228
223	5	0	228
216	12	0	228
111	117	0	228
118	110	0	228
219	3	6	228
209	19	0	228
215	13	0	228
167	59	2	228
113	111	4	228
114	112	2	228
219	9	0	228
223	5	0	228
8	220	0	228
142	84	2	228
137	79	12	228
201	15	12	228
191	33	4	228
203	15	10	228
225	3	0	228
139	89	0	228
226	2	0	228
108	110	10	228
222	6	0	228
197	31	0	228
215	13	0	228
200	28	0	228
19	197	12	228
225	3	0	228
213	15	0	228
187	37	4	228
80	148	0	228
62	166	0	228
179	49	0	228
60	164	4	228
149	79	0	228
225	3	0	228
223	5	0	228
225	3	0	228
212	16	0	228
96	132	0	228
110	106	12	228
202	26	0	228
52	176	0	228
220	8	0	228
129	99	0	228
214	2	12	228
207	21	0	228
212	4	12	228
21	207	0	228
144	80	4	228
146	82	0	228
225	3	0	228
226	2	0	228
222	2	4	228
214	2	12	228
194	34	0	228
215	13	0	228
224	2	2	228
203	13	12	228
224	4	0	228
207	19	2	228
11	217	0	228
220	8	0	228
224	2	2	228
101	127	0	228
224	4	0	228
224	2	2	228
224	2	2	228
225	3	0	228
189	37	2	228
208	16	4	228
111	117	0	228
204	24	0	228
210	18	0	228
222	6	0	228
151	77	0	228
213	7	8	228
189	27	12	228
204	24	0	228
97	131	0	228
99	129	0	228
226	2	0	228
136	92	0	228
224	4	0	228
220	6	2	228
40	188	0	228
206	22	0	228
30	198	0	228
224	2	2	228
99	127	2	228
166	62	0	228
226	2	0	228
226	2	0	228
222	2	4	228
180	48	0	228
221	7	0	228
48	174	6	228
10	218	0	228
213	15	0	228
110	118	0	228
212	4	12	228
50	178	0	228
75	147	6	228
128	100	0	228
123	99	6	228
216	12	0	228
224	2	2	228
220	2	6	228
222	6	0	228
216	2	10	228
217	11	0	228
40	180	8	228
211	5	12	228
161	67	0	228
218	8	2	228
225	3	0	228
210	18	0	228
122	104	2	228
178	50	0	228
143	83	2	228
226	2	0	228
217	11	0	228
209	19	0	228
19	209	0	228
206	22	0	228
222	6	0	228
200	28	0	228
192	36	0	228
12	208	8	228
208	12	8	228
203	25	0	228
217	5	6	228
213	15	0	228
198	28	2	228
221	7	0	228
216	10	2	228
148	80	0	228
182	42	4	228
218	10	0	228
223	5	0	228
208	14	6	228
223	5	0	228
52	174	2	228
210	8	10	228
202	16	10	228
207	9	12	228
221	5	2	228
217	11	0	228
226	2	0	228
59	165	4	228
214	2	12	228
140	82	6	228
201	27	0	228
10	218	0	228
215	13	0	228
162	62	4	228
202	26	0	228
215	5	8	228
196	26	6	228
220	8	0	228
12	216	0	228
223	5	0	228
218	10	0	228
222	2	4	228
226	2	0	228
210	18	0	228
224	4	0	228
19	207	2	228
29	199	0	228
225	3	0	228
220	2	6	228
220	2	6	228
187	41	0	228
19	203	6	228
89	135	4	228
223	5	0	228
137	85	6	228
125	103	0	228
127	101	0	228
77	151	0	228
224	4	0	228
203	25	0	228
213	7	8	228
80	146	2	228
203	25	0	228
17	209	2	228
211	17	0	228
226	2	0	228
89	137	2	228
216	12	0	228
206	22	0	228
187	41	0	228
226	2	0	228
209	19	0	228
199	29	0	228
3	225	0	228
217	11	0	228
225	3	0	228
222	6	0	228
218	8	2	228
117	111	0	228
64	164	0	228
221	5	2	228
210	16	2	228
222	6	0	228
12	206	10	228
213	3	12	228
215	5	8	228
194	26	8	228
219	5	4	228
223	5	0	228
211	17	0	228
132	94	2	228
226	2	0	228
202	26	0	228
226	2	0	228
190	32	6	228
99	127	2	228
201	27	0	228
226	2	0	228
17	211	0	228
211	17	0	228
219	9	0	228
193	31	4	228
222	2	4	228
133	95	0	228
218	2	8	228
5	223	0	228
6	222	0	228
173	55	0	228
203	25	0	228
172	56	0	228
124	98	6	228
119	109	0	228
220	4	4	228
222	6	0	228
212	16	0	228
205	23	0	228
214	14	0	228
120	100	8	228
213	3	12	228
216	2	10	228
5	223	0	228
166	62	0	228
143	85	0	228
199	29	0	228
213	15	0	228
218	10	0	228
132	86	10	228
155	73	0	228
168	60	0	228
179	49	0	228
159	69	0	228
184	40	4	228
224	4	0	228
186	32	10	228
201	25	2	228
30	196	2	228
36	182	10	228
185	37	6	228
14	214	0	228
217	11	0	228
193	31	4	228
215	3	10	228
175	41	12	228
34	186	8	228
57	171	0	228
205	23	0	228
34	192	2	228
110	118	0	228
173	55	0	228
136	80	12	228
215	11	2	228
217	9	2	228
224	4	0	228
226	2	0	228
220	8	0	228
52	174	2	228
171	55	2	228
49	179	0	228
196	32	0	228
205	11	12	228
60	168	0	228
213	3	12	228
30	196	2	228
213	5	10	228
68	150	10	228
45	171	12	228
226	2	0	228
212	6	10	228
222	6	0	228
138	88	2	228
173	47	8	228
85	143	0	228
